word,mass,drag,restitution,warmth,age,intensity
revealed,0.1,0.3,0.2,0.3,0.2,0.5
specifically,-0.2,-0.4,0.2,-0.3,-0.2,0.1
split,0.1,-0.3,0.4,0.2,0.0,0.6
task,0.3,0.0,-0.3,0.2,0.1,-0.1
taxes,0.7,0.0,-0.7,-0.5,0.7,-0.2
taylor,0.0,0.3,-0.2,0.2,0.3,0.0
twenty,0.0,0.0,0.0,0.0,0.0,0.1
urban,0.6,0.0,0.1,0.4,0.1,0.4
acts,0.3,-0.1,0.0,0.0,0.4,0.3
affected,0.2,0.1,-0.3,0.2,0.0,-0.2
aircraft,0.8,0.5,0.1,0.6,-0.4,0.9
applications,-0.1,0.2,-0.2,-0.2,-0.4,-0.4
approved,0.4,-0.2,-0.3,0.3,0.2,0.3
approximately,-0.3,0.3,-0.3,0.0,-0.1,-0.3
argument,0.3,-0.2,0.2,0.4,0.0,0.5
arrested,0.5,0.0,-0.5,-0.3,0.0,0.4
claimed,0.1,0.0,0.0,-0.1,0.0,0.2
conflict,0.6,-0.1,-0.2,0.5,0.3,0.7
considering,-0.2,0.3,-0.1,0.0,0.0,-0.4
corporate,0.4,0.0,-0.3,-0.6,-0.3,-0.1
debate,0.2,0.1,0.4,0.3,0.3,0.4
determined,0.4,-0.2,-0.4,0.3,0.0,0.3
distribution,-0.1,0.2,0.0,-0.2,0.0,-0.2
documents,-0.1,0.4,-0.5,0.0,0.2,-0.4
escape,-0.4,-0.5,0.5,0.0,0.0,0.4
extended,0.1,0.2,0.4,0.0,0.0,0.0
factors,0.0,0.0,0.0,-0.2,0.0,-0.3
faster,-0.5,-0.6,0.6,0.2,-0.4,0.5
fault,0.5,-0.1,-0.5,0.0,0.6,0.1
fill,0.2,0.0,-0.3,0.1,0.0,-0.2
films,-0.3,0.3,0.0,0.2,-0.3,-0.1
flowers,-0.5,0.5,-0.2,0.4,-0.4,-0.5
friendly,-0.2,0.2,0.3,0.7,0.0,0.1
ladies,0.0,0.1,0.1,0.3,0.3,-0.2
lay,0.2,0.0,-0.6,0.2,0.0,-0.5
lights,-0.8,0.6,0.2,0.5,-0.2,-0.2
millions,0.7,0.0,-0.2,0.0,0.4,0.3
mixed,0.0,0.0,0.1,0.0,0.0,0.0
phase,-0.2,0.2,0.3,-0.2,0.1,-0.3
properly,0.1,0.0,0.1,0.0,0.1,-0.1
pure,-0.3,0.3,0.3,-0.4,0.2,-0.3
reduced,-0.3,0.0,-0.4,-0.2,0.0,-0.4
requirements,0.4,0.0,-0.4,-0.4,0.0,-0.1
residents,0.1,0.0,0.0,0.3,0.0,-0.2
revenue,0.3,0.0,0.0,-0.2,0.0,-0.2
sam,0.1,0.0,0.1,0.4,0.0,0.1
sat,0.3,0.0,-0.5,0.2,0.0,-0.5
secure,0.5,-0.1,-0.4,0.3,0.2,-0.3
smile,-0.5,0.3,0.4,0.8,0.0,-0.4
strange,-0.1,0.2,0.2,-0.4,0.3,-0.3
talent,0.2,0.1,0.4,0.4,0.1,0.2
temperature,0.0,0.0,0.0,0.0,0.0,0.0
thousand,0.4,0.0,0.1,0.0,0.3,0.1
tony,0.1,0.0,0.1,0.3,0.1,0.1
troops,0.6,-0.2,-0.3,0.3,0.4,0.6
truck,0.8,0.0,-0.1,0.3,-0.2,0.7
votes,0.1,0.3,-0.2,0.0,0.2,-0.2
ah,-0.9,0.7,0.1,0.3,0.1,-0.2
authorities,0.6,0.0,-0.5,-0.5,0.4,0.3
basically,-0.4,0.0,0.1,0.0,-0.4,-0.1
besides,-0.3,0.1,0.0,0.0,0.0,-0.2
bird,-0.6,0.6,0.5,0.4,0.3,0.2
blame,0.6,-0.2,-0.6,-0.4,0.3,0.4
bob,0.1,0.4,0.7,0.3,0.1,0.0
bowl,0.2,0.1,0.2,0.1,0.2,-0.3
causes,0.1,-0.1,-0.1,0.0,0.0,0.1
chicken,0.0,0.3,0.3,0.4,-0.1,0.2
collected,0.2,0.0,-0.3,0.0,0.1,-0.2
context,0.1,0.1,-0.2,-0.2,0.1,-0.3
coverage,0.0,0.2,-0.1,-0.1,-0.2,0.0
determine,0.3,-0.2,-0.2,-0.1,0.0,0.2
display,0.0,0.1,0.1,0.2,-0.3,0.3
dying,0.4,0.3,-0.7,-0.6,0.5,-0.1
elected,0.2,0.0,0.0,0.1,0.1,0.3
examples,-0.1,0.1,0.0,0.0,0.0,-0.2
experienced,0.4,0.0,-0.2,0.3,0.6,0.0
falls,0.1,-0.1,-0.3,-0.1,0.0,0.2
false,-0.1,0.2,0.1,-0.4,0.0,0.1
fired,0.2,-0.6,0.3,0.8,-0.1,0.8
forgot,-0.2,0.2,-0.4,-0.2,-0.1,-0.4
funding,0.3,0.0,-0.2,-0.1,-0.2,0.0
identified,0.2,-0.2,-0.1,-0.2,0.0,0.1
incredible,0.1,0.2,0.5,0.3,-0.2,0.6
inspired,0.0,0.4,0.6,0.6,-0.1,0.4
launched,0.4,-0.5,0.4,0.5,-0.4,0.8
ma,0.1,0.1,0.1,0.8,0.3,0.0
meat,0.3,-0.1,-0.5,0.3,0.1,0.1
ministry,0.5,0.1,-0.4,0.1,0.5,0.1
mode,-0.2,-0.2,0.2,-0.3,-0.2,-0.2
neck,0.1,0.0,0.1,0.4,0.1,0.0
noticed,-0.1,-0.1,0.2,0.0,-0.2,-0.1
novel,0.1,0.2,0.2,0.2,0.2,-0.1
obvious,0.1,-0.1,0.3,0.1,-0.1,0.2
passing,-0.1,0.3,-0.2,-0.1,0.1,-0.3
positions,0.1,0.0,0.0,-0.1,0.0,0.0
remaining,0.2,0.2,-0.3,-0.2,0.2,-0.3
scored,0.2,-0.3,0.5,0.3,-0.2,0.5
shirt,-0.2,0.4,-0.1,0.3,-0.1,-0.3
shots,0.3,-0.7,0.4,0.4,-0.1,0.8
slowly,0.1,0.6,-0.4,-0.1,0.2,-0.7
stadium,0.8,0.0,-0.2,0.1,0.1,0.7
stores,0.3,0.0,-0.1,0.2,0.1,0.1
surgery,0.4,-0.3,-0.5,-0.5,0.1,0.3
trading,0.1,0.0,0.2,0.0,0.1,0.3
tuesday,0.0,0.0,0.0,0.0,0.0,-0.2
vision,-0.1,0.3,0.3,0.2,0.1,0.1
whenever,-0.4,0.3,0.0,0.0,-0.1,-0.4
worried,0.3,0.2,-0.3,-0.2,-0.1,0.2
zero,-0.3,-0.2,0.1,-0.6,0.2,-0.4
alex,0.0,0.0,0.1,0.2,-0.2,0.0
allowing,-0.2,0.2,0.2,0.1,-0.1,-0.2
begins,0.0,0.0,0.3,0.2,-0.4,0.2
champion,0.4,-0.1,0.5,0.5,0.2,0.7
charged,0.3,-0.4,0.4,0.4,-0.1,0.6
cream,-0.2,0.2,-0.5,0.2,0.0,-0.4
crisis,0.6,0.0,0.1,0.5,-0.1,0.8
daniel,0.0,0.0,0.0,0.1,0.2,-0.1
delivered,0.1,0.0,0.2,0.0,-0.1,0.2
editor,0.1,0.0,-0.1,-0.1,0.1,-0.1
estimated,-0.1,0.0,-0.1,-0.2,-0.1,-0.3
eu,0.3,0.0,-0.2,-0.1,-0.3,0.1
giant,0.8,0.0,-0.3,0.1,0.5,0.5
iran,0.4,0.0,-0.2,0.5,0.7,0.2
jail,0.7,0.0,-0.7,-0.5,0.3,0.3
jim,0.0,0.0,0.1,0.2,0.1,0.0
kingdom,0.7,0.0,-0.3,0.2,0.8,0.3
literature,0.4,0.2,-0.2,0.1,0.6,-0.2
mayor,0.3,0.0,0.0,0.1,0.2,0.2
minor,-0.4,0.1,0.1,-0.1,-0.5,-0.3
moments,-0.5,0.3,0.3,0.1,-0.2,-0.4
opposite,0.0,0.0,0.5,-0.1,0.0,0.1
orange,0.1,0.0,0.4,0.6,0.0,0.3
ourselves,0.1,0.0,0.0,0.3,0.0,0.0
pages,-0.3,0.4,-0.2,0.1,0.3,-0.3
remained,0.2,0.2,-0.4,-0.1,0.3,-0.3
selection,-0.1,0.0,0.1,-0.1,-0.1,-0.2
serving,0.0,0.0,-0.1,0.3,0.0,-0.1
signal,-0.4,-0.4,0.6,-0.2,-0.3,0.6
stream,0.1,-0.2,0.1,-0.2,0.3,0.0
struggle,0.6,0.1,-0.4,0.4,0.2,0.6
suicide,0.7,-0.2,-0.8,-0.7,0.1,0.5
talked,-0.1,0.1,0.1,0.2,0.0,0.2
theme,0.1,0.0,0.0,0.0,0.2,-0.2
thursday,0.0,0.0,0.0,0.0,0.0,-0.1
tiny,-0.8,0.2,0.4,0.0,-0.4,-0.5
typically,0.0,0.0,0.0,-0.1,0.0,-0.2
un,0.2,0.0,-0.1,-0.2,-0.3,0.1
unfortunately,0.3,0.1,-0.3,-0.3,0.0,-0.1
usual,0.0,0.0,0.0,0.0,0.0,-0.3
vehicles,0.6,0.0,-0.2,0.1,-0.3,0.4
virginia,0.2,0.0,0.1,0.3,0.3,0.0
voted,0.2,0.2,0.1,0.1,0.1,0.1
voting,0.2,0.2,0.2,0.1,0.1,0.2
walls,0.7,0.0,-0.5,-0.2,0.5,-0.2
wave,0.2,-0.1,0.5,-0.2,0.4,0.3
alcohol,-0.2,0.2,0.1,0.6,0.3,0.3
assembly,0.4,0.0,-0.2,0.1,0.2,0.3
breakfast,0.0,0.0,0.1,0.6,0.0,0.1
bright,-0.4,-0.3,0.5,0.5,-0.4,0.7
brings,0.1,0.0,0.2,0.2,0.0,0.1
capable,0.2,0.0,0.2,0.1,0.0,0.1
carrying,0.4,0.1,-0.2,0.2,0.1,0.2
chosen,0.3,0.0,-0.1,0.2,0.4,0.2
combination,0.2,0.0,0.3,0.0,0.0,0.1
conservative,0.4,0.0,-0.2,-0.1,0.5,-0.2
customer,0.1,0.0,0.1,0.1,0.0,0.0
cutting,-0.1,-0.3,0.3,-0.3,0.0,0.4
desire,0.3,0.1,0.2,0.7,0.3,0.5
destroyed,0.6,0.0,-0.7,0.2,0.4,0.7
draft,-0.5,0.4,-0.1,-0.4,-0.1,-0.3
drunk,0.3,0.0,-0.4,0.4,0.1,0.3
essential,0.4,0.0,0.0,0.2,0.2,0.3
fail,0.5,-0.2,-0.6,-0.3,0.1,0.2
familiar,0.2,0.0,0.1,0.6,0.3,-0.2
finds,0.0,0.0,0.2,0.2,0.0,0.1
granted,0.3,0.0,-0.1,0.2,0.3,0.1
guilty,0.6,0.0,-0.5,-0.2,0.2,0.1
humans,0.2,0.0,0.1,0.4,0.6,0.2
hundreds,0.4,0.2,0.1,0.0,0.2,0.2
id,-0.2,0.0,0.1,0.3,0.5,0.2
improved,0.1,0.1,0.3,0.3,-0.3,0.2
jewish,0.3,0.0,0.1,0.3,0.8,0.1
largely,0.1,0.0,-0.1,0.0,0.0,-0.1
laughing,-0.2,0.2,0.6,0.6,-0.1,0.6
markets,0.2,0.0,0.2,0.1,0.4,0.3
medium,0.0,0.0,0.0,0.0,0.1,0.0
ohio,0.2,0.0,0.1,0.1,0.2,0.0
opportunities,-0.1,0.2,0.4,0.3,-0.2,0.2
papers,-0.4,0.4,-0.2,0.0,0.2,-0.2
perfectly,-0.1,-0.1,0.3,0.2,0.0,0.1
recommend,0.1,0.0,0.2,0.3,0.1,0.1
referred,0.1,0.0,0.0,0.0,0.1,0.0
relevant,0.1,0.0,0.1,0.0,-0.1,0.1
seek,0.1,-0.3,0.2,0.1,0.3,0.2
sending,-0.2,-0.1,0.3,0.1,-0.1,0.1
solo,-0.2,0.1,0.2,-0.2,0.0,-0.3
spoke,0.1,-0.1,0.1,0.1,0.2,0.2
stands,0.3,0.0,-0.2,0.1,0.2,0.1
talks,0.0,0.1,0.2,0.2,0.0,0.3
ticket,-0.4,0.3,0.2,-0.1,-0.2,-0.1
unable,0.3,0.0,-0.4,-0.2,0.0,-0.2
upset,0.2,0.1,-0.3,0.2,0.0,0.4
wing,-0.5,0.6,0.5,0.2,0.2,-0.2
answers,0.1,0.0,0.2,0.2,0.1,0.2
birds,-0.5,0.5,0.5,0.4,0.3,0.2
bomb,0.7,-0.2,-0.5,0.6,0.1,0.9
creative,-0.2,0.2,0.6,0.4,-0.2,0.3
cycle,0.2,0.0,0.4,0.0,0.4,0.0
dealing,0.1,0.1,0.1,0.0,0.0,0.1
directed,0.2,-0.2,0.0,0.0,0.0,0.2
don,0.3,0.0,0.0,0.2,0.5,0.1
educational,0.1,0.0,0.1,0.1,0.1,-0.1
entertainment,-0.1,0.1,0.5,0.4,-0.1,0.4
extreme,0.3,-0.2,0.5,0.3,-0.3,0.8
facility,0.3,0.0,-0.2,-0.3,0.0,0.0
fields,0.4,0.2,-0.1,0.3,0.2,-0.3
goods,0.3,0.0,0.1,0.1,0.0,0.0
hang,0.1,0.5,0.2,-0.1,0.0,-0.2
holds,0.2,0.0,0.0,0.1,0.0,-0.1
info,-0.5,0.1,0.3,-0.2,-0.5,0.1
mainly,0.0,0.0,0.0,0.0,0.0,0.0
maximum,0.5,0.0,0.2,0.1,-0.2,0.6
newspaper,-0.1,0.4,-0.4,0.1,0.1,0.1
offering,0.1,0.1,0.0,0.4,0.3,-0.2
painting,0.1,0.2,-0.2,0.2,0.3,-0.3
republic,0.6,0.0,-0.3,0.1,0.5,0.3
reserve,0.2,0.0,-0.1,-0.1,0.2,-0.4
returns,0.0,0.0,0.4,0.0,0.0,0.0
row,0.1,0.0,0.1,0.0,0.1,0.3
salt,-0.1,0.1,-0.2,-0.1,0.4,0.1
scared,0.2,0.1,0.3,-0.4,0.0,0.5
scottish,0.3,0.0,-0.1,0.1,0.6,0.2
shares,-0.2,0.2,0.2,0.0,-0.1,0.0
statistics,0.2,0.0,-0.2,-0.5,-0.1,-0.2
switch,-0.3,-0.3,0.5,-0.1,-0.3,0.2
territory,0.7,0.0,-0.4,0.1,0.5,0.2
threat,0.5,-0.2,-0.2,0.2,0.1,0.6
tickets,-0.4,0.5,0.2,0.0,-0.2,0.0
wales,0.5,0.0,-0.3,0.1,0.7,0.1
adults,0.3,0.0,0.0,0.2,0.2,0.0
affect,0.0,0.0,0.1,0.0,0.0,0.1
appointed,0.2,0.0,-0.1,-0.1,0.2,0.1
armed,0.6,-0.2,-0.2,0.2,0.2,0.7
aside,-0.3,0.2,0.1,-0.1,0.0,-0.5
assistance,0.2,0.2,0.1,0.5,0.1,-0.2
bell,0.2,-0.1,0.6,0.2,0.4,0.7
blow,-0.2,0.5,0.4,-0.1,0.0,0.6
bond,0.5,0.0,0.1,0.3,0.3,0.1
boyfriend,0.1,0.0,0.2,0.6,-0.4,0.2
careful,0.1,0.3,-0.1,0.1,0.0,-0.6
circumstances,0.4,0.0,-0.3,-0.2,0.1,-0.1
communications,-0.2,0.2,0.3,-0.1,-0.3,0.3
concerns,0.3,0.1,-0.1,-0.2,0.0,0.2
controlled,0.4,0.2,-0.4,-0.4,0.0,-0.3
corporation,0.7,0.0,-0.3,-0.5,-0.1,0.2
cry,-0.1,-0.2,0.2,0.3,0.1,0.8
danger,0.5,-0.2,0.1,0.4,0.2,0.7
deals,0.0,0.0,0.3,0.1,-0.2,0.2
delivery,0.1,0.0,0.2,0.1,-0.2,0.1
deserve,0.3,0.0,-0.1,0.1,0.1,0.3
devices,-0.1,0.0,0.3,-0.2,-0.5,0.1
dollar,-0.2,0.5,0.2,-0.1,0.1,0.1
dreams,-0.7,0.7,0.1,0.4,0.3,-0.5
empty,-0.8,0.4,-0.1,-0.6,0.0,-0.8
enjoyed,-0.2,0.1,0.3,0.4,-0.1,0.1
explained,0.1,0.0,-0.2,-0.1,0.0,0.1
faces,0.2,0.0,0.1,0.3,0.1,0.0
folks,0.1,0.1,0.2,0.6,0.2,0.1
fucked,0.4,-0.1,-0.4,0.3,-0.2,0.8
gender,0.1,0.1,0.0,0.0,0.1,0.2
instance,-0.1,-0.1,-0.1,-0.2,0.0,-0.1
kim,-0.2,0.0,0.1,0.1,0.0,-0.1
kinda,-0.3,0.2,0.2,0.1,-0.3,-0.2
matches,-0.4,-0.1,0.1,0.7,0.0,0.3
mile,0.3,0.0,-0.2,-0.1,0.2,0.0
motion,-0.1,0.1,0.4,0.1,0.1,0.2
moves,0.0,0.0,0.4,0.1,0.0,0.2
nick,-0.3,-0.3,0.3,0.0,-0.1,0.1
pacific,0.7,0.2,-0.2,-0.2,0.8,-0.4
prize,0.2,0.1,0.4,0.3,0.1,0.4
realized,0.1,0.0,-0.1,0.2,0.0,0.3
reasonable,0.2,0.0,0.1,0.1,0.1,-0.2
receiving,0.0,0.1,0.2,0.2,0.0,0.0
register,0.3,-0.1,0.1,-0.3,0.2,0.2
resolution,0.3,0.0,-0.2,0.0,0.1,0.2
rural,0.2,0.1,-0.3,0.3,0.4,-0.3
ryan,-0.1,0.0,0.1,0.1,-0.2,0.0
saving,0.2,0.1,0.2,0.3,0.1,0.1
sees,-0.2,-0.1,0.1,0.1,0.0,-0.2
singing,-0.2,0.4,0.3,0.4,0.2,0.5
spain,0.4,0.0,-0.1,0.6,0.6,0.1
tools,0.5,-0.1,0.1,0.1,0.3,0.3
typical,0.0,0.0,0.0,0.0,0.0,-0.2
universe,1.0,0.3,-0.5,-0.4,1.0,0.2
warning,0.3,-0.1,-0.1,0.3,0.0,0.7
wars,0.8,0.0,-0.6,0.4,0.7,0.9
wednesday,0.1,0.0,-0.1,-0.1,0.2,-0.2
admit,0.2,0.0,-0.2,0.1,0.1,0.3
attitude,0.2,0.0,0.3,0.2,-0.1,0.5
branch,0.3,0.1,0.2,0.2,0.3,0.0
brazil,0.4,0.1,0.2,0.7,0.3,0.4
conducted,0.3,0.0,-0.3,-0.3,0.1,0.1
dedicated,0.3,0.0,0.0,0.3,0.2,0.2
definition,0.2,-0.1,-0.3,-0.4,0.2,-0.1
drawing,-0.2,0.3,0.1,0.1,0.2,-0.2
favor,0.1,0.1,0.2,0.4,0.1,0.1
flag,-0.3,0.6,0.2,0.1,0.3,0.2
frame,0.3,0.0,0.1,0.1,0.2,-0.1
guest,0.1,0.0,0.2,0.4,0.1,0.1
ha,-0.5,0.3,0.8,0.3,-0.4,0.6
heaven,-0.4,0.7,0.3,0.6,0.8,0.2
independence,0.5,0.2,0.1,0.2,0.5,0.5
institutions,0.7,0.0,-0.4,-0.4,0.6,0.1
jackson,0.1,0.0,0.1,0.1,0.1,0.1
kiss,-0.4,0.4,0.4,0.7,0.0,-0.1
load,0.7,0.0,-0.4,0.1,0.0,0.3
plot,0.2,0.0,-0.1,-0.2,0.2,0.2
possibility,-0.6,0.4,0.5,0.2,-0.2,-0.2
random,-0.3,0.2,0.6,-0.1,-0.3,0.2
recovery,-0.1,0.2,0.3,0.4,-0.1,-0.2
rent,0.3,0.0,-0.3,-0.3,0.1,0.1
replace,-0.1,0.0,0.1,-0.2,-0.3,0.0
represent,0.2,0.0,0.0,0.0,0.1,0.2
reviews,-0.2,0.2,0.2,-0.1,-0.4,0.1
scenes,-0.1,0.1,0.2,0.1,0.0,0.1
seeking,-0.2,0.1,0.2,0.1,0.1,0.1
senator,0.4,0.0,-0.2,-0.1,0.5,0.3
sentence,0.1,0.1,-0.1,-0.2,0.2,0.1
teeth,0.1,-0.2,0.1,0.1,0.3,0.3
tips,-0.5,-0.2,0.6,0.1,-0.2,0.0
trained,0.3,-0.1,-0.2,0.0,0.1,0.2
understood,0.1,0.0,-0.1,0.3,0.1,-0.4
academic,0.3,0.0,-0.3,-0.4,0.4,-0.2
academy,0.4,0.0,-0.2,-0.2,0.5,-0.1
accurate,0.1,-0.3,0.0,-0.3,0.0,0.0
achieve,0.2,0.0,0.3,0.3,-0.1,0.4
adam,0.3,0.0,-0.1,0.3,1.0,0.1
afford,0.1,0.0,0.0,0.2,0.0,-0.1
andrew,0.1,0.0,0.1,0.1,0.2,0.0
assume,-0.2,0.2,0.1,-0.1,-0.1,-0.3
bbc,0.1,0.1,0.0,-0.2,0.2,0.2
bottle,0.1,0.0,0.3,-0.1,0.0,0.0
bunch,0.0,0.1,0.2,0.2,-0.1,0.1
category,0.2,0.0,-0.3,-0.4,0.2,-0.2
chat,-0.5,0.3,0.5,0.4,-0.3,-0.1
cheese,0.1,0.0,-0.4,0.3,0.2,-0.1
chemical,0.0,0.1,-0.1,-0.5,-0.2,0.2
clinton,0.2,0.0,-0.1,0.0,0.2,0.2
competitive,0.2,-0.1,0.4,0.2,-0.2,0.5
detail,-0.4,-0.1,-0.1,-0.2,0.0,-0.3
diet,-0.2,0.2,-0.2,-0.1,0.1,-0.1
em,-0.6,0.3,0.2,0.0,-0.2,-0.5
favourite,-0.2,0.2,0.3,0.6,-0.1,0.1
fruit,-0.1,0.0,0.1,0.4,0.1,-0.1
harder,0.5,-0.1,-0.3,0.1,0.0,0.4
index,0.1,-0.1,-0.2,-0.4,0.3,-0.2
item,-0.2,0.0,0.1,-0.2,-0.2,-0.2
lane,0.1,-0.2,-0.1,0.1,0.2,-0.3
mess,0.2,0.0,-0.6,0.1,-0.2,0.3
navy,0.4,0.0,-0.1,-0.3,0.4,0.3
normally,-0.1,0.0,0.0,0.0,-0.1,-0.4
occurred,0.0,0.0,-0.1,-0.1,0.0,0.1
opposition,0.4,0.0,-0.3,-0.3,0.2,0.5
parent,0.3,0.0,0.0,0.6,0.3,0.1
permanent,0.6,0.0,-0.4,-0.2,0.5,0.2
personally,-0.2,0.1,0.1,0.2,-0.1,-0.2
pleasure,-0.3,0.3,0.4,0.7,0.0,0.3
prefer,-0.1,0.0,0.1,0.1,0.0,-0.2
programme,0.1,0.0,-0.2,-0.3,-0.2,-0.1
representative,0.2,0.0,-0.1,-0.1,0.1,0.1
scheme,-0.1,-0.1,0.2,-0.3,0.1,0.0
shift,0.0,-0.2,0.3,0.0,-0.1,0.2
stood,0.4,0.0,-0.3,0.1,0.2,0.1
storage,0.5,0.0,-0.5,-0.3,0.1,-0.4
tank,0.8,0.0,-0.6,-0.2,0.1,0.6
tend,-0.2,0.0,0.1,0.3,0.0,-0.3
tight,0.2,-0.1,0.4,0.1,-0.1,0.3
transportation,0.6,0.0,-0.3,-0.1,0.1,0.4
ultimately,0.3,0.0,-0.2,-0.1,0.2,0.1
unlike,-0.2,0.0,0.2,-0.2,0.0,0.0
weekly,-0.1,0.1,0.2,0.0,-0.3,-0.1
yard,0.2,0.0,0.1,0.4,0.1,-0.1
anybody,-0.3,0.1,0.2,0.0,-0.2,-0.2
assets,0.4,0.0,-0.3,-0.4,0.2,0.0
basketball,0.1,0.3,0.9,0.2,-0.3,0.4
button,-0.4,-0.2,0.3,0.0,-0.2,-0.2
candidates,0.2,0.0,-0.1,-0.2,0.1,0.2
combat,0.5,-0.3,-0.4,0.3,0.4,0.8
constitution,0.7,0.1,-0.5,0.1,0.6,0.2
consumer,0.0,0.0,-0.1,-0.2,-0.4,-0.1
counter,0.3,0.0,0.2,0.0,0.0,0.1
creation,0.5,0.2,0.1,0.6,0.8,0.5
crown,0.5,0.0,0.1,0.3,0.7,0.3
crying,-0.1,-0.1,-0.3,0.4,-0.1,0.7
defined,0.3,-0.1,-0.3,-0.4,0.1,0.1
depending,-0.2,0.2,0.1,-0.1,0.0,-0.2
depression,0.8,-0.2,-0.8,-0.7,0.2,-0.5
describe,-0.1,0.0,0.0,-0.1,0.0,-0.1
drivers,0.2,-0.1,0.0,0.1,-0.2,0.2
el,-0.4,0.0,0.0,0.0,0.0,-0.4
employment,0.3,0.0,-0.3,-0.1,0.1,0.0
exclusive,0.2,-0.1,-0.2,-0.5,-0.1,0.3
excuse,-0.3,0.2,0.2,-0.1,-0.1,0.1
expert,0.3,-0.1,-0.1,-0.1,0.3,0.1
frequently,-0.2,-0.1,0.5,0.0,-0.2,0.2
golf,-0.2,-0.3,0.7,0.2,0.2,-0.3
grace,-0.5,0.5,0.2,0.4,0.5,-0.4
hopefully,-0.3,0.4,0.3,0.5,-0.2,-0.2
identify,0.1,-0.1,-0.1,-0.2,0.0,0.1
importance,0.6,0.0,-0.4,0.1,0.3,0.3
kevin,-0.1,0.0,0.1,0.2,-0.4,-0.1
laid,0.2,0.0,-0.4,0.2,0.1,-0.3
latter,0.1,0.0,-0.2,-0.2,0.3,-0.2
manufacturing,0.6,0.0,-0.2,0.3,-0.2,0.4
mining,0.7,-0.1,-0.5,0.2,0.3,0.5
object,0.2,0.0,0.0,-0.2,0.0,-0.2
partners,0.1,0.0,0.2,0.4,0.0,0.1
pattern,-0.2,0.2,0.3,-0.1,0.2,-0.2
performing,0.1,0.1,0.4,0.3,0.0,0.5
personnel,0.3,0.0,-0.1,0.0,0.1,0.0
perspective,0.0,0.2,0.1,0.1,0.2,-0.3
pregnant,0.6,-0.1,-0.2,0.7,0.1,0.2
premier,0.3,0.0,0.1,0.2,0.1,0.3
promote,0.0,0.2,0.3,0.3,-0.2,0.3
revolution,0.7,0.1,0.2,0.6,0.4,0.8
rooms,0.4,0.0,0.0,0.3,0.1,-0.2
severe,0.5,-0.3,-0.4,-0.6,0.1,0.6
sleeping,-0.1,0.3,-0.3,0.4,0.0,-0.8
suppose,-0.3,0.2,0.1,0.0,-0.1,-0.4
tool,0.4,-0.1,0.2,0.1,0.3,0.1
tournament,0.4,0.0,0.4,0.3,0.3,0.6
turkey,0.2,0.1,0.1,0.5,0.1,0.2
ve,0.0,0.0,0.0,0.0,0.0,0.0
victim,0.4,-0.1,-0.5,-0.2,0.1,0.4
victims,0.5,-0.1,-0.5,-0.2,0.1,0.5
agents,0.2,-0.2,0.1,-0.2,0.0,0.2
amazon,0.6,0.1,0.2,0.5,0.6,0.4
arrest,0.6,-0.2,-0.4,-0.3,0.1,0.7
attend,0.0,0.0,0.1,0.1,0.0,0.0
ban,0.5,-0.2,-0.6,-0.4,0.2,0.7
brilliant,-0.2,0.2,0.5,0.6,0.0,0.7
carbon,0.3,0.2,-0.3,0.1,0.7,-0.2
catholic,0.5,0.0,-0.2,0.2,0.7,0.2
chose,0.1,0.0,0.1,0.0,0.0,0.1
circle,-0.1,0.1,0.6,0.0,0.5,-0.3
concert,0.4,0.1,0.5,0.5,0.1,0.8
crash,0.7,-0.3,-0.3,0.2,-0.1,0.9
declared,0.4,0.0,-0.2,-0.1,0.2,0.5
deliver,0.2,0.1,0.3,0.2,0.0,0.3
depth,0.7,-0.3,-0.2,-0.4,0.5,-0.4
deputy,0.2,0.0,0.1,0.0,0.1,0.2
dirty,0.3,0.1,-0.5,0.2,0.1,0.2
doctors,0.3,0.0,0.1,0.2,0.2,0.1
earned,0.3,0.0,0.1,0.3,0.1,0.1
electronic,-0.4,0.2,0.4,-0.6,-0.7,0.3
error,0.1,0.0,-0.2,-0.2,-0.1,0.4
existence,0.8,0.2,0.0,0.0,0.9,-0.3
experiences,0.3,0.2,0.2,0.4,0.3,0.1
expression,0.0,0.1,0.2,0.3,0.1,0.2
factory,0.7,0.0,-0.3,0.3,0.2,0.6
headed,0.2,-0.2,0.1,0.1,0.0,0.1
interior,0.3,0.0,-0.1,0.2,0.1,-0.4
joy,-0.5,0.5,0.8,0.8,0.2,0.6
jr,-0.3,-0.1,0.2,0.1,-0.6,-0.1
legislation,0.5,0.4,-0.6,-0.2,0.3,0.2
maintenance,0.2,0.0,-0.3,0.0,0.0,-0.2
manner,-0.1,0.1,0.1,0.1,0.2,-0.3
mate,0.0,0.0,0.3,0.6,0.1,0.2
matt,0.1,0.0,-0.4,0.1,-0.1,-0.2
nearby,-0.2,0.0,0.0,0.1,-0.2,-0.2
noise,0.0,0.2,0.4,0.2,-0.2,0.8
origin,0.4,0.0,-0.2,0.2,0.9,0.1
pakistan,0.3,0.0,-0.2,0.4,0.2,0.1
panel,0.2,0.2,0.1,-0.2,-0.1,-0.1
personality,0.1,0.1,0.4,0.4,-0.1,0.3
plate,0.2,0.2,0.1,0.1,0.1,0.1
practices,0.2,0.0,-0.2,0.0,0.3,0.0
prepare,0.1,0.0,0.2,0.2,-0.1,0.1
relief,-0.4,0.4,0.3,0.5,0.0,-0.4
